genre,rating,episodes,members
comedy,6.7,2,8135
fantasy,6.7,2,8135
kids,6.7,2,8135
fantasy,6.7,1,501
magic,6.7,1,501
music,6.7,1,501
shoujo,6.7,1,501
comedy,6.7,1,3038
music,6.7,1,3038
slice of life,6.7,1,3038
action,6.7,12,2224
shounen,6.7,12,2224
sports,6.7,12,2224
adventure,6.7,2,297
drama,6.7,2,297
historical,6.7,2,297
slice of life,6.7,2,297
comedy,6.7,3,2177
school,6.7,3,2177
slice of life,6.7,3,2177
drama,6.7,13,16757
harem,6.7,13,16757
romance,6.7,13,16757
school,6.7,13,16757
slice of life,6.7,13,16757
action,6.7,4,8535
comedy,6.7,4,8535
mecha,6.7,4,8535
sci-fi,6.7,4,8535
space,6.7,4,8535
mecha,6.7,1,252
sci-fi,6.7,1,252
music,6.7,1,2376
romance,6.69,12,12768
school,6.69,12,12768
shoujo,6.69,12,12768
comedy,6.69,12,91453
harem,6.69,12,91453
romance,6.69,12,91453
school,6.69,12,91453
drama,6.69,1,2466
magic,6.69,1,2466
supernatural,6.69,1,2466
music,6.69,1,1477
action,6.69,12,4038
adventure,6.69,12,4038
comedy,6.69,12,4038
mecha,6.69,12,4038
sci-fi,6.69,12,4038
seinen,6.69,12,4038
action,6.69,35,1366
adventure,6.69,35,1366
mecha,6.69,35,1366
shounen,6.69,35,1366
super power,6.69,35,1366
drama,6.69,1,967
shoujo,6.69,1,967
slice of life,6.69,1,967
comedy,6.69,13,24902
drama,6.69,13,24902
romance,6.69,13,24902
slice of life,6.69,13,24902
comedy,6.69,2,1134
adventure,6.69,24,8052
sci-fi,6.69,24,8052
sci-fi,6.69,1,678
shounen,6.69,1,678
adventure,6.69,1,2341
adventure,6.69,52,3067
kids,6.69,52,3067
shounen,6.69,52,3067
action,6.69,1,2884
comedy,6.69,1,2884
fantasy,6.69,1,2884
historical,6.69,1,2884
horror,6.69,1,2884
martial arts,6.69,1,2884
samurai,6.69,1,2884
shounen,6.69,1,2884
supernatural,6.69,1,2884
drama,6.69,12,28280
magic,6.69,12,28280
romance,6.69,12,28280
shounen,6.69,12,28280
fantasy,6.69,13,13898
shoujo,6.69,13,13898
adventure,6.69,1,1032
drama,6.69,1,1032
fantasy,6.69,1,1032
music,6.69,1,1032
comedy,6.69,1,6636
school,6.69,1,6636
slice of life,6.69,1,6636
adventure,6.69,1,211
action,6.69,2,831
adventure,6.69,2,831
fantasy,6.69,2,831
sci-fi,6.69,2,831
action,6.69,3,6156
mecha,6.69,3,6156
police,6.69,3,6156
sci-fi,6.69,3,6156
action,6.69,26,352
mecha,6.69,26,352
sci-fi,6.69,26,352
super power,6.69,26,352
fantasy,6.69,12,67100
magic,6.69,12,67100
action,6.69,26,284
adventure,6.69,26,284
mecha,6.69,26,284
police,6.69,26,284
action,6.69,13,71545
comedy,6.69,13,71545
romance,6.69,13,71545
school,6.69,13,71545
supernatural,6.69,13,71545
action,6.69,1,1710
drama,6.69,1,1710
mecha,6.69,1,1710
military,6.69,1,1710
sci-fi,6.69,1,1710
adventure,6.69,26,9024
fantasy,6.69,26,9024
sci-fi,6.69,26,9024
shounen,6.69,26,9024
action,6.69,1,10118
drama,6.69,1,10118
martial arts,6.69,1,10118
shounen,6.69,1,10118
super power,6.69,1,10118
comedy,6.69,2,4932
school,6.69,2,4932
shounen,6.69,2,4932
sports,6.69,2,4932
adventure,6.69,35,1768
mecha,6.69,35,1768
sci-fi,6.69,35,1768
shounen,6.69,35,1768
comedy,6.69,20,2747
romance,6.69,20,2747
sci-fi,6.69,20,2747
shounen,6.69,20,2747
music,6.69,1,1499
action,6.69,30,346
cars,6.69,30,346
comedy,6.69,30,346
police,6.69,30,346
sports,6.69,30,346
adventure,6.69,26,400
kids,6.69,26,400
drama,6.69,1,1957
fantasy,6.69,1,1957
demons,6.68,1,7706
horror,6.68,1,7706
psychological,6.68,1,7706
supernatural,6.68,1,7706
action,6.68,1,2423
mecha,6.68,1,2423
military,6.68,1,2423
police,6.68,1,2423
sci-fi,6.68,1,2423
adventure,6.68,12,38819
fantasy,6.68,12,38819
shounen,6.68,12,38819
action,6.68,10,9743
sci-fi,6.68,10,9743
action,6.68,65,427
adventure,6.68,65,427
sci-fi,6.68,65,427
shounen,6.68,65,427
comedy,6.68,13,12988
drama,6.68,13,12988
comedy,6.68,13,6690
drama,6.68,13,6690
action,6.68,13,2613
adventure,6.68,13,2613
military,6.68,13,2613
sci-fi,6.68,13,2613
space,6.68,13,2613
action,6.68,25,6596
adventure,6.68,25,6596
school,6.68,25,6596
sci-fi,6.68,25,6596
action,6.68,3,2809
mecha,6.68,3,2809
sci-fi,6.68,3,2809
action,6.68,25,11963
adventure,6.68,25,11963
comedy,6.68,25,11963
fantasy,6.68,25,11963
shounen,6.68,25,11963
comedy,6.68,1,10926
mystery,6.68,1,10926
police,6.68,1,10926
romance,6.68,1,10926
shounen ai,6.68,1,10926
action,6.68,1,2209
drama,6.68,1,1062
fantasy,6.68,1,1062
mystery,6.68,1,1062
comedy,6.68,3,3297
fantasy,6.68,3,3297
game,6.68,3,3297
shounen,6.68,3,3297
action,6.68,26,15338
comedy,6.68,26,15338
mecha,6.68,26,15338
sci-fi,6.68,26,15338
comedy,6.68,12,69526
supernatural,6.68,12,69526
drama,6.68,1,379
historical,6.68,1,379
comedy,6.68,1,4128
martial arts,6.68,1,4128
drama,6.68,52,291
comedy,6.68,4,9748
josei,6.68,4,9748
slice of life,6.68,4,9748
action,6.68,26,603
martial arts,6.68,26,603
sports,6.68,26,603
comedy,6.68,1,492
sci-fi,6.68,1,492
comedy,6.68,26,363
kids,6.68,26,363
slice of life,6.68,26,363
music,6.68,1,1325
action,6.68,2,7095
demons,6.68,2,7095
shounen,6.68,2,7095
supernatural,6.68,2,7095
comedy,6.68,13,21340
action,6.68,1,14498
adventure,6.68,1,14498
comedy,6.68,1,14498
drama,6.68,1,14498
fantasy,6.68,1,14498
kids,6.68,1,14498
adventure,6.68,2,4770
comedy,6.68,2,4770
fantasy,6.68,2,4770
kids,6.68,2,4770
adventure,6.68,1,7539
comedy,6.68,1,7539
fantasy,6.68,1,7539
kids,6.68,1,7539
comedy,6.68,2,21987
magic,6.68,2,21987
sci-fi,6.68,2,21987
shounen,6.68,2,21987
action,6.68,1,3804
historical,6.68,1,3804
samurai,6.68,1,3804
adventure,6.68,1,533
fantasy,6.68,1,533
kids,6.68,1,533
adventure,6.68,96,1194
mecha,6.68,96,1194
sci-fi,6.68,96,1194
shounen,6.68,96,1194
adventure,6.68,12,9248
sci-fi,6.68,12,9248
adventure,6.68,1,1028
comedy,6.68,1,1028
kids,6.68,1,1028
comedy,6.68,26,10913
parody,6.68,26,10913
mecha,6.68,56,488
sci-fi,6.68,56,488
shounen,6.68,56,488
action,6.68,1,23038
drama,6.68,1,23038
fantasy,6.68,1,23038
horror,6.68,1,23038
magic,6.68,1,23038
sci-fi,6.68,1,23038
supernatural,6.68,1,23038
drama,6.68,1,2976
music,6.68,1,2976
shoujo,6.68,1,2976
adventure,6.68,60,2169
comedy,6.68,60,2169
parody,6.68,60,2169
adventure,6.68,1,37398
comedy,6.68,1,37398
fantasy,6.68,1,37398
game,6.68,1,37398
adventure,6.68,12,24788
fantasy,6.68,12,24788
game,6.68,12,24788
sci-fi,6.68,12,24788
mecha,6.68,4,224
sci-fi,6.68,4,224
shounen,6.68,4,224
comedy,6.67,1,7952
fantasy,6.67,1,7952
game,6.67,1,7952
parody,6.67,1,7952
sci-fi,6.67,1,7952
adventure,6.67,51,6183
comedy,6.67,51,6183
fantasy,6.67,51,6183
magic,6.67,51,6183
parody,6.67,51,6183
romance,6.67,51,6183
school,6.67,51,6183
shoujo,6.67,51,6183
drama,6.67,1,724
historical,6.67,1,724
slice of life,6.67,1,724
action,6.67,3,4826
adventure,6.67,3,4826
mecha,6.67,3,4826
sci-fi,6.67,3,4826
shounen,6.67,3,4826
music,6.67,1,522
comedy,6.66,1,1732
military,6.66,1,1732
comedy,6.67,4,2237
action,6.67,6,4747
drama,6.67,6,4747
martial arts,6.67,6,4747
police,6.67,6,4747
romance,6.67,6,4747
seinen,6.67,6,4747
adventure,6.67,1,476
comedy,6.67,1,476
fantasy,6.67,1,476
kids,6.67,1,476
shounen,6.67,1,476
drama,6.67,1,552
adventure,6.67,5,378
drama,6.67,5,378
sci-fi,6.67,5,378
comedy,6.67,13,623
fantasy,6.67,13,623
kids,6.67,13,623
shoujo,6.67,13,623
action,6.67,12,36343
super power,6.67,12,36343
supernatural,6.67,12,36343
drama,6.67,2,229
historical,6.67,2,229
romance,6.67,2,229
shoujo,6.67,2,229
adventure,6.67,3,7573
horror,6.67,3,7573
mystery,6.67,3,7573
adventure,6.67,127,317
kids,6.67,127,317
sci-fi,6.67,127,317
action,6.67,27,6303
comedy,6.67,27,6303
comedy,6.67,1,258
shounen,6.67,1,258
action,6.67,1,4076
demons,6.67,1,4076
shounen,6.67,1,4076
sports,6.67,1,4076
supernatural,6.67,1,4076
action,6.67,1,1043
adventure,6.67,1,1043
fantasy,6.67,1,1043
kids,6.67,1,1043
comedy,6.67,26,4425
parody,6.67,26,4425
romance,6.67,26,4425
action,6.67,2,2566
drama,6.67,2,2566
mecha,6.67,2,2566
music,6.67,2,2566
mystery,6.67,2,2566
romance,6.67,2,2566
sci-fi,6.67,2,2566
action,6.68,3,3912
adventure,6.68,3,3912
fantasy,6.68,3,3912
magic,6.68,3,3912
mystery,6.68,3,3912
action,6.67,6,547
comedy,6.67,6,547
mecha,6.67,6,547
parody,6.67,6,547
school,6.67,6,547
sci-fi,6.67,6,547
space,6.67,6,547
sports,6.67,46,319
action,6.67,12,13272
historical,6.67,12,13272
samurai,6.67,12,13272
comedy,6.67,2,1029
martial arts,6.67,2,1029
school,6.67,2,1029
shounen,6.67,2,1029
comedy,6.67,9,3008
mecha,6.67,9,3008
military,6.67,9,3008
sci-fi,6.67,9,3008
action,6.67,2,1723
drama,6.67,2,1723
mecha,6.67,2,1723
military,6.67,2,1723
sci-fi,6.67,2,1723
adventure,6.67,77,1616
kids,6.67,77,1616
seinen,6.67,12,18933
slice of life,6.67,12,18933
adventure,6.67,1,408
demons,6.67,1,408
fantasy,6.67,1,408
cars,6.66,44,820
drama,6.66,44,820
sports,6.66,44,820
drama,6.66,1,1302
shoujo,6.66,1,1302
action,6.66,58,2733
romance,6.66,58,2733
shoujo,6.66,58,2733
sports,6.66,58,2733
action,6.66,3,20550
action,6.66,156,337
adventure,6.66,156,337
kids,6.66,156,337
action,6.66,35,947
demons,6.66,35,947
sci-fi,6.66,35,947
shounen,6.66,35,947
action,6.66,2,1279
adventure,6.66,2,1279
sci-fi,6.66,2,1279
adventure,6.66,26,845
comedy,6.66,26,845
fantasy,6.66,26,845
magic,6.66,26,845
drama,6.66,26,316
military,6.66,26,316
sci-fi,6.66,26,316
space,6.66,26,316
comedy,6.66,22,5082
school,6.66,22,5082
shounen,6.66,22,5082
supernatural,6.66,22,5082
adventure,6.66,1,1572
adventure,6.66,39,964
drama,6.66,39,964
historical,6.66,39,964
shoujo,6.66,39,964
music,6.66,1,891
comedy,6.66,1,353
sci-fi,6.66,1,353
music,6.66,1,468
action,6.66,51,7089
fantasy,6.66,51,7089
game,6.66,51,7089
slice of life,6.66,1,2234
comedy,6.66,12,24131
slice of life,6.66,12,24131
comedy,6.66,12,9099
fantasy,6.66,12,9099
harem,6.66,12,9099
magic,6.66,12,9099
romance,6.66,12,9099
action,6.66,3,9285
drama,6.66,3,9285
shounen,6.66,3,9285
action,6.65,1,12517
adventure,6.65,1,12517
comedy,6.65,1,12517
fantasy,6.65,1,12517
kids,6.65,1,12517
adventure,6.66,1,3447
comedy,6.66,1,3447
fantasy,6.66,1,3447
kids,6.66,1,3447
adventure,6.67,2,4379
comedy,6.67,2,4379
fantasy,6.67,2,4379
kids,6.67,2,4379
action,6.66,12,48310
adventure,6.66,12,48310
slice of life,6.66,12,48310
super power,6.66,12,48310
music,6.66,13,3800
shoujo,6.66,13,3800
slice of life,6.66,13,3800
comedy,6.66,10,5125
romance,6.66,10,5125
school,6.66,10,5125
shoujo ai,6.66,10,5125
adventure,6.66,52,1826
comedy,6.66,52,1826
magic,6.66,52,1826
action,6.66,1,1387
music,6.66,1,1387
seinen,6.66,1,1387
supernatural,6.66,1,1387
action,6.66,35,431
adventure,6.66,35,431
comedy,6.66,35,431
martial arts,6.66,35,431
shounen,6.66,35,431
comedy,6.66,40,313
slice of life,6.66,40,313
adventure,6.66,1,280
drama,6.66,1,280
kids,6.66,1,280
slice of life,6.66,1,280
mecha,6.66,1,923
sci-fi,6.66,1,923
comedy,6.66,1,6578
romance,6.65,2,8232
comedy,6.65,1,4541
dementia,6.65,1,4541
fantasy,6.65,1,4541
action,6.65,4,12443
drama,6.65,4,12443
mecha,6.65,4,12443
sci-fi,6.65,4,12443
adventure,6.65,22,2299
music,6.65,22,2299
action,6.65,1,4158
sci-fi,6.65,1,4158
kids,6.65,1,215
action,6.65,1,1250
sci-fi,6.65,1,1250
super power,6.65,1,1250
action,6.65,1,2045
adventure,6.65,1,2045
comedy,6.65,1,2045
police,6.65,1,2045
sci-fi,6.65,1,2045
action,6.65,26,4106
adventure,6.65,26,4106
fantasy,6.65,26,4106
romance,6.65,26,4106
sci-fi,6.65,26,4106
action,6.65,24,2701
martial arts,6.65,24,2701
samurai,6.65,24,2701
sci-fi,6.65,24,2701
comedy,6.65,1,220
magic,6.65,1,220
shoujo,6.65,1,220
action,6.65,1,1372
military,6.65,1,1372
sci-fi,6.65,1,1372
space,6.65,1,1372
shounen,6.65,1,273
sports,6.65,1,273
sci-fi,6.65,32,295
sports,6.65,32,295
kids,6.65,140,318
action,6.65,14,942
fantasy,6.65,14,942
mystery,6.65,14,942
supernatural,6.65,14,942
historical,6.65,26,451
mystery,6.65,26,451
shoujo,6.65,26,451
music,6.65,1,5772
action,6.65,1,892
supernatural,6.65,1,892
comedy,6.65,2,4237
seinen,6.65,2,4237
comedy,6.65,49,635
magic,6.65,49,635
shoujo,6.65,49,635
slice of life,6.65,49,635
comedy,6.64,1,3111
magic,6.64,1,3111
shounen,6.65,1,458
sports,6.65,1,458
comedy,6.66,13,7905
music,6.66,13,7905
slice of life,6.66,13,7905
mecha,6.65,1,889
comedy,6.65,Unknown,7207
historical,6.65,Unknown,7207
comedy,6.65,61,367
slice of life,6.65,61,367
adventure,6.65,12,38139
fantasy,6.65,12,38139
josei,6.65,12,38139
romance,6.65,12,38139
slice of life,6.65,1,2301
adventure,6.65,1,6379
comedy,6.65,1,6379
fantasy,6.65,1,6379
kids,6.65,1,6379
adventure,6.65,1,13702
comedy,6.65,1,13702
fantasy,6.65,1,13702
kids,6.65,1,13702
action,6.65,1,2467
comedy,6.65,1,2467
mecha,6.65,1,2467
sci-fi,6.65,1,2467
super power,6.65,1,2467
music,6.66,1,1710
action,6.65,26,5736
mecha,6.65,26,5736
sci-fi,6.65,26,5736
comedy,6.66,1,7177
supernatural,6.66,1,7177
adventure,6.65,1,10776
fantasy,6.65,1,10776
sci-fi,6.65,1,10776
shounen,6.65,1,10776
parody,6.65,12,5670
school,6.65,12,5670
slice of life,6.65,12,5670
comedy,6.65,13,13877
drama,6.65,13,13877
harem,6.65,13,13877
romance,6.65,13,13877
school,6.65,13,13877
slice of life,6.65,13,13877
action,6.65,13,1009
comedy,6.65,13,1009
sci-fi,6.65,13,1009
action,6.65,1,451
mecha,6.65,1,451
sci-fi,6.65,1,451
space,6.65,1,451
action,6.64,7,3596
comedy,6.64,7,3596
military,6.64,7,3596
romance,6.64,7,3596
shounen,6.64,7,3596
sports,6.64,13,209
comedy,6.64,12,37913
slice of life,6.64,12,37913
parody,6.64,13,1805
seinen,6.64,13,1805
comedy,6.64,8,2372
fantasy,6.64,8,2372
magic,6.64,8,2372
romance,6.64,8,2372
shounen,6.64,8,2372
comedy,6.64,26,472
slice of life,6.64,26,472
action,6.64,3,507
mecha,6.64,3,507
sci-fi,6.64,3,507
shounen,6.64,3,507
action,6.64,6,3753
comedy,6.64,6,3753
fantasy,6.64,6,3753
action,6.64,1,2297
cars,6.64,1,2297
sci-fi,6.64,1,2297
action,6.64,1,5353
adventure,6.64,1,5353
drama,6.64,1,5353
martial arts,6.64,1,5353
romance,6.64,1,5353
shounen,6.64,1,5353
comedy,6.64,13,23968
romance,6.64,13,23968
school,6.64,13,23968
comedy,6.63,1,2038
parody,6.63,1,2038
school,6.63,1,2038
shounen ai,6.63,1,2038
comedy,6.64,51,1223
romance,6.64,51,1223
school,6.64,51,1223
shoujo,6.64,51,1223
drama,6.64,2,8305
historical,6.64,2,8305
josei,6.64,2,8305
adventure,6.64,1,271
shounen,6.64,1,271
action,6.64,1,575
parody,6.64,1,575
action,6.64,25,1164
fantasy,6.64,25,1164
mecha,6.64,25,1164
sci-fi,6.64,25,1164
action,6.64,50,225
adventure,6.64,50,225
comedy,6.64,50,225
mecha,6.64,50,225
sci-fi,6.64,50,225
comedy,6.64,5,19389
action,6.64,1,1948
adventure,6.64,1,1948
sci-fi,6.64,1,1948
magic,6.64,3,6194
comedy,6.64,2,1982
mecha,6.64,2,1982
parody,6.64,2,1982
comedy,6.64,50,350
mecha,6.64,50,350
sci-fi,6.64,50,350
space,6.64,50,350
action,6.64,1,7736
demons,6.64,1,7736
supernatural,6.64,1,7736
action,6.64,51,413
adventure,6.64,51,413
kids,6.64,51,413
adventure,6.64,3,4079
comedy,6.64,3,4079
fantasy,6.64,3,4079
kids,6.64,3,4079
action,6.64,1,2601
comedy,6.64,1,2601
mecha,6.64,1,2601
sci-fi,6.64,1,2601
super power,6.64,1,2601
action,6.64,13,23477
adventure,6.64,13,23477
fantasy,6.64,13,23477
magic,6.64,13,23477
comedy,6.64,3,4444
school,6.64,3,4444
slice of life,6.64,3,4444
fantasy,6.64,11,3674
magic,6.64,11,3674
romance,6.64,11,3674
adventure,6.64,1,244
action,6.64,12,95168
comedy,6.64,12,95168
sci-fi,6.64,12,95168
shounen,6.64,12,95168
super power,6.64,12,95168
supernatural,6.64,12,95168
mystery,6.64,24,52260
drama,6.64,26,476
historical,6.64,26,476
slice of life,6.64,26,476
comedy,6.64,16,3821
drama,6.64,16,3821
romance,6.64,16,3821
seinen,6.64,16,3821
slice of life,6.64,16,3821
comedy,6.63,7,14515
action,6.62,1,1215
drama,6.62,1,1215
mecha,6.62,1,1215
music,6.62,1,1215
sci-fi,6.62,1,1215
music,6.63,1,2825
adventure,6.63,1,487
comedy,6.63,1,487
fantasy,6.63,1,487
kids,6.63,1,487
shounen,6.63,1,487
comedy,6.63,12,26360
school,6.63,12,26360
shoujo,6.63,12,26360
slice of life,6.63,12,26360
action,6.63,1,609
comedy,6.63,1,609
fantasy,6.63,1,609
magic,6.63,1,609
shoujo,6.63,1,609
horror,6.63,35,637
action,6.63,1,1281
military,6.63,1,1281
sci-fi,6.63,1,1281
space,6.63,1,1281
comedy,6.63,2,3230
military,6.63,4,2296
school,6.63,4,2296
adventure,6.63,1,1849
mecha,6.63,1,1849
space,6.63,1,1849
adventure,6.63,1,1551
comedy,6.63,1,1551
fantasy,6.63,1,1551
comedy,6.63,1,7062
school,6.63,1,7062
shoujo ai,6.63,1,7062
drama,6.62,2,8011
historical,6.62,2,8011
military,6.62,2,8011
seinen,6.62,2,8011
comedy,6.63,3,2920
slice of life,6.63,3,2920
action,6.63,48,810
adventure,6.63,48,810
sci-fi,6.63,48,810
shounen,6.63,48,810
action,6.63,1,474
comedy,6.63,1,474
shounen,6.63,1,474
sports,6.63,1,474
comedy,6.63,331,1083
drama,6.63,331,1083
slice of life,6.63,331,1083
comedy,6.63,13,15046
school,6.63,13,15046
slice of life,6.63,13,15046
comedy,6.63,13,3956
fantasy,6.63,13,3956
romance,6.63,13,3956
school,6.63,13,3956
adventure,6.63,1,8541
fantasy,6.63,1,8541
adventure,6.63,51,2625
comedy,6.63,51,2625
fantasy,6.63,51,2625
kids,6.63,51,2625
magic,6.63,51,2625
parody,6.63,51,2625
slice of life,6.63,4,538
adventure,6.63,51,263
comedy,6.63,51,263
fantasy,6.63,51,263
kids,6.63,51,263
romance,6.63,51,263
shounen,6.63,51,263
action,6.63,50,1110
adventure,6.63,50,1110
demons,6.63,50,1110
fantasy,6.63,50,1110
game,6.63,50,1110
kids,6.63,50,1110
magic,6.63,50,1110
sci-fi,6.63,50,1110
supernatural,6.63,50,1110
action,6.63,1,3424
adventure,6.63,1,3717
drama,6.63,1,3717
magic,6.63,1,3717
action,6.63,1,4807
drama,6.63,1,4807
sci-fi,6.63,1,4807
shounen,6.63,1,4807
comedy,6.63,13,1292
seinen,6.63,13,1292
slice of life,6.63,13,1292
action,6.63,10,43759
comedy,6.63,10,43759
military,6.63,10,43759
seinen,6.63,10,43759
adventure,6.63,7,4317
demons,6.63,7,4317
drama,6.63,7,4317
fantasy,6.63,7,4317
magic,6.63,7,4317
action,6.62,26,10392
adventure,6.62,26,10392
fantasy,6.62,26,10392
horror,6.62,26,10392
sci-fi,6.62,26,10392
comedy,6.62,8,5241
harem,6.62,12,174337
mystery,6.62,12,174337
psychological,6.62,12,174337
sci-fi,6.62,12,174337
supernatural,6.62,12,174337
comedy,6.62,1,625
mystery,6.62,1,976
sci-fi,6.62,1,4593
seinen,6.62,1,4593
comedy,6.62,4,1184
fantasy,6.62,4,1184
magic,6.62,4,1184
romance,6.62,4,1184
adventure,6.62,1,818
magic,6.62,26,440
shoujo,6.62,26,440
comedy,6.62,1,18358
comedy,6.62,39,1007
fantasy,6.62,39,1007
magic,6.62,39,1007
shoujo,6.62,39,1007
comedy,6.62,9,23216
music,6.62,1,6634
action,6.62,1,8230
dementia,6.62,1,8230
drama,6.62,1,8230
sci-fi,6.62,1,8230
music,6.62,1,1381
comedy,6.62,13,3748
drama,6.62,13,3748
slice of life,6.62,13,3748
romance,6.62,2,20953
school,6.62,2,20953
shoujo,6.62,2,20953
music,6.62,1,473
action,6.62,1,3500
comedy,6.62,1,3500
shounen,6.62,1,3500
comedy,6.62,2,2769
school,6.62,2,2769
slice of life,6.62,2,2769
adventure,6.62,1,483
kids,6.62,1,483
comedy,6.62,3,70559
romance,6.62,3,70559
seinen,6.62,3,70559
slice of life,6.62,3,70559
adventure,6.62,1,3462
drama,6.62,1,3462
fantasy,6.62,1,3462
romance,6.62,1,3462
comedy,6.62,1,465
drama,6.62,1,465
school,6.62,1,465
shounen,6.62,1,465
sports,6.62,1,465
adventure,6.62,1,1175
drama,6.62,1,97
kids,6.62,1,97
action,6.62,52,800
adventure,6.62,52,800
demons,6.62,52,800
fantasy,6.62,52,800
game,6.62,52,800
kids,6.62,52,800
magic,6.62,52,800
sci-fi,6.62,52,800
supernatural,6.62,52,800
adventure,6.62,26,229
comedy,6.62,26,229
drama,6.62,26,229
comedy,6.62,2,4085
shounen ai,6.62,2,4085
sports,6.62,2,4085
comedy,6.62,1,904
drama,6.62,1,904
romance,6.62,1,904
romance,6.62,10,17684
school,6.62,10,17684
shoujo,6.62,10,17684
fantasy,6.62,1,479
drama,6.62,1,11347
romance,6.62,1,11347
comedy,6.62,13,985
action,6.62,2,2667
drama,6.62,2,2667
fantasy,6.62,2,2667
action,6.61,12,714
drama,6.61,12,714
sports,6.61,12,714
comedy,6.61,12,31295
seinen,6.61,12,31295
slice of life,6.61,12,31295
shounen,6.61,1,1087
comedy,6.61,1,215
kids,6.61,1,215
mecha,6.61,1,215
school,6.61,1,215
super power,6.61,1,215
action,6.61,5,6467
drama,6.61,5,6467
mecha,6.61,5,6467
military,6.61,5,6467
school,6.61,5,6467
supernatural,6.61,5,6467
action,6.61,1,9758
supernatural,6.61,1,9758
vampire,6.61,1,9758
kids,6.61,Unknown,359
comedy,6.61,3,497
action,6.61,3,196
comedy,6.61,3,196
fantasy,6.61,3,196
magic,6.61,3,196
mecha,6.61,3,196
sci-fi,6.61,3,196
shounen,6.61,3,196
adventure,6.61,1,260
comedy,6.61,1,260
mystery,6.61,1,260
comedy,6.61,13,12064
music,6.61,13,12064
slice of life,6.61,13,12064
comedy,6.61,16,336
kids,6.61,16,336
romance,6.61,14,1846
shoujo,6.61,14,1846
adventure,6.61,1,5230
drama,6.61,1,5230
mystery,6.61,1,5230
supernatural,6.61,1,5230
action,6.61,20,12499
adventure,6.61,20,12499
comedy,6.61,20,12499
fantasy,6.61,20,12499
kids,6.61,20,12499
adventure,6.61,1,3088
comedy,6.61,1,3088
fantasy,6.61,1,3088
kids,6.61,1,3088
action,6.61,3,2201
adventure,6.61,3,2201
game,6.61,3,2201
harem,6.61,3,2201
mecha,6.61,3,2201
sci-fi,6.61,3,2201
comedy,6.61,4,7550
school,6.61,4,7550
supernatural,6.61,4,7550
comedy,6.61,5,1993
historical,6.61,5,1993
adventure,6.61,1,1041
comedy,6.61,1,1041
fantasy,6.61,1,1041
adventure,6.61,1,1035
comedy,6.61,1,1035
fantasy,6.61,1,1035
comedy,6.61,Unknown,940
fantasy,6.61,Unknown,940
kids,6.61,Unknown,940
comedy,6.61,12,14718
comedy,6.61,2,1748
fantasy,6.61,2,1748
comedy,6.61,6,4545
action,6.61,1,1603
comedy,6.61,1,1603
shounen,6.61,1,1603
supernatural,6.61,1,1603
fantasy,6.6,1,15956
shoujo,6.6,1,15956
comedy,6.6,24,1896
drama,6.6,24,1896
sci-fi,6.6,24,1896
seinen,6.6,24,1896
action,6.6,25,199
cars,6.6,25,199
sci-fi,6.6,25,199
sci-fi,6.6,1,5171
comedy,6.6,1,1343
drama,6.6,1,1343
romance,6.6,1,1343
fantasy,6.6,1,362
kids,6.6,1,362
comedy,6.6,13,7440
game,6.6,13,7440
fantasy,6.6,1,3083
seinen,6.6,1,3083
action,6.6,1,406
comedy,6.6,1,406
shounen,6.6,1,406
sports,6.6,1,406
adventure,6.6,55,438
comedy,6.6,55,438
drama,6.6,55,438
historical,6.6,1,614
shounen,6.6,1,614
music,6.59,1,1291
action,6.6,1,2219
mecha,6.6,1,2219
sci-fi,6.6,1,2219
school,6.6,1,2068
slice of life,6.6,1,2068
action,6.6,12,3931
comedy,6.6,12,3931
school,6.6,12,3931
sci-fi,6.6,12,3931
action,6.6,49,18031
mecha,6.6,49,18031
sci-fi,6.6,49,18031
space,6.6,49,18031
fantasy,6.6,1,716
horror,6.6,1,716
comedy,6.6,1,11094
slice of life,6.6,1,11094
action,6.6,12,16596
comedy,6.6,12,16596
drama,6.6,12,16596
fantasy,6.6,12,16596
magic,6.6,12,16596
action,6.6,13,2173
comedy,6.6,13,2173
parody,6.6,13,2173
romance,6.6,13,2173
action,6.6,1,298
comedy,6.6,1,298
drama,6.6,1,298
school,6.6,1,298
shounen,6.6,1,298
sports,6.6,1,298
adventure,6.6,26,3838
fantasy,6.6,26,3838
comedy,6.6,1,3965
fantasy,6.6,1,3965
supernatural,6.6,1,3965
adventure,6.6,3,1763
comedy,6.6,3,1763
fantasy,6.6,3,1763
comedy,6.6,10,2291
romance,6.6,10,2291
school,6.6,10,2291
shoujo ai,6.6,10,2291
slice of life,6.6,10,2291
action,6.6,1,289
drama,6.6,1,289
mecha,6.6,1,289
military,6.6,1,289
sci-fi,6.6,1,289
military,6.6,13,36235
school,6.6,13,36235
sports,6.6,13,36235
adventure,6.6,1,8906
shounen,6.6,1,8906
action,6.6,39,577
adventure,6.6,39,577
fantasy,6.6,39,577
magic,6.6,39,577
adventure,6.6,1,962
comedy,6.6,1,962
kids,6.6,1,962
adventure,6.6,1,745
comedy,6.6,1,745
kids,6.6,1,745
adventure,6.6,1,1113
fantasy,6.6,1,1113
kids,6.6,1,1113
slice of life,6.6,1,1113
action,6.6,12,22662
adventure,6.6,12,22662
comedy,6.6,12,22662
drama,6.6,12,22662
romance,6.59,8,6211
school,6.59,8,6211
shoujo,6.59,8,6211
adventure,6.59,1,520
